cluster,headline,url,date,source,content,last_updated,date_only,event_name,headline_len,count
1,"Iran, Israel-US war live updates: Gas pipeline in Pakistan destroyed after Iran blows up Kuwait oil tanker; US strikes Isfahan with 2,000-pound bunker-buster bombs- Report",https://www.financialexpress.com/world-news/iran-us-israel-war-live-updates-oil-price-trump-military-action-india-strait-of-hormuz-supply/4188562/,2026-03-29 23:43:01+00:00,The Financial Express,"<HTML><HEAD>
<TITLE>Access Denied</TITLE>
</HEAD><BODY>
<H1>Access Denied</H1>
 
You don't have permission to access ""http&#58;&#47;&#47;www&#46;financialexpress&#46;com&#47;world&#45;news&#47;iran&#45;us&#45;israel&#45;war&#45;live&#45;updates&#45;oil&#45;price&#45;trump&#45;military&#45;action&#45;india&#45;strait&#45;of&#45;hormuz&#45;supply&#47;4188562&#47;"" on this server.<P>
Reference&#32;&#35;18&#46;e200117&#46;1774967034&#46;270d5f5
<P>https&#58;&#47;&#47;errors&#46;edgesuite&#46;net&#47;18&#46;e200117&#46;1774967034&#46;270d5f5</P>
</BODY>
</HTML>
",2026-03-31 14:28:41.235483,2026-03-29,al iran israel,171,521
9,"NCSC warns of cyber spillover risk amid Middle East conflict, as experts flag potential Iranian attacks on critical infrastructure - Industrial Cyber",https://news.google.com/rss/articles/CBMijgJBVV95cUxORzVuOGdteDg1R0lGTEMxWlF1RHpYRjhrX3Y5dXJEX1I3VGVXQktXVHFTTFo2MHZzYjNXclhSQkxIMC05WkEyRlpxbDRfckRDdHZmbTMyTUc3cmVud3pKWWZoZ2tfaHN0WHFzQjhKand0UFVWaURMMWtNRDZidDRzbGhiT2ctV05lRUxzY2dMRFdPZHc1Wlg2NXd0bzdLYkFjMllvTzVRZWZKQlNkcjFjaU9UZmRrV1dtWGlUZFNlNnlHWlJ5bDc0b2Y0WHg2bTJxQjdKcDBLbFpXVVk0MzJTeGVxVjVTWkExYVlSVFRTa0hjNmdpLXFsMDlSTm9hWkNIanQxU1c0a3VEbVpPZ1E?oc=5,2026-03-30 17:23:29+00:00,Google News,"<!doctype html><html lang=""en-US"" dir=""ltr""><head><base href=""https://news.google.com/""><link rel=""preconnect"" href=""//www.gstatic.com""><meta name=""referrer"" content=""origin""><link rel=""canonical"" href=""https://news.google.com/rss/articles/CBMijgJBVV95cUxORzVuOGdteDg1R0lGTEMxWlF1RHpYRjhrX3Y5dXJEX1I3VGVXQktXVHFTTFo2MHZzYjNXclhSQkxIMC05WkEyRlpxbDRfckRDdHZmbTMyTUc3cmVud3pKWWZoZ2tfaHN0WHFzQjhKand0UFVWaURMMWtNRDZidDRzbGhiT2ctV05lRUxzY2dMRFdPZHc1Wlg2NXd0bzdLYkFjMllvTzVRZWZKQlNkcjFjaU9UZmRrV1dtWGlUZFNlNnlHWlJ5bDc0b2Y0WHg2bTJxQjdKcDBLbFpXVVk0MzJTeGVxVjVTWkExYVlSVFRTa0hjNmdpLXFsMDlSTm9hWkNIanQxU1c0a3VEbVpPZ1E""><meta name=""viewport"" content=""width=device-width,initial-scale=1,minimal-ui,viewport-fit=cover""><meta name=""google-site-verification"" content=""AcBy5YFny2HQgVUCR18tO5YUTf6MpVlcJqGTd-a9-SI""><meta name=""mobile-web-app-capable"" content=""yes""><meta name=""apple-mobile-web-app-capable"" content=""yes""><meta name=""application-name"" content=""News""><meta name=""apple-mobile-web-app-title"" content=""News""><meta name=""apple-mobile-web-app-status-bar-style"" content=""black""><meta name=""theme-color"" content=""white""><meta name=""msapplication-tap-highlight"" content=""no""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w16"" sizes=""16x16""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w24"" sizes=""24x24""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w32"" sizes=""32x32""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w48"" sizes=""48x48""><link rel=""preconnect"" href=""//www.gstatic.com""><link rel=""preconnect"" href=""//fonts.gstatic.com""><link rel=""preconnect"" href=""//lh3.googleusercontent.com""><link rel=""preconnect"" href=""//lh4.googleuserc",2026-03-31 14:28:41.235483,2026-03-30,conflict east middle,149,206
7,How The Times Uses Graphics and Maps to Track the Mideast Conflict - The New York Times - The New York Times,https://news.google.com/rss/articles/CBMiugFBVV95cUxPdDFzdENHUFlrNXQwakIxZHVNclZJbjdTSm1jcFc5SFlWNjdZb1BNUG81RTZ6eUh4MzdUWDRucnRNQXNqSEQ2am1EajZNTDYxRHN4Z0QyYm5KeEw4THJIVEtYSERiTFcxTXN2bkZZZXhtb3pwWmd0Ty1GVUpTMGxtdVRmREFhczNkemI5Mm85Z25MZFVPWUlxRlM4OTFka1VjUUFQUUQyejBnMDRsdWtycF9lTlV5cDJ4ckE?oc=5,,Google News,"<!doctype html><html lang=""en-US"" dir=""ltr""><head><base href=""https://news.google.com/""><link rel=""preconnect"" href=""//www.gstatic.com""><meta name=""referrer"" content=""origin""><link rel=""canonical"" href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxPdDFzdENHUFlrNXQwakIxZHVNclZJbjdTSm1jcFc5SFlWNjdZb1BNUG81RTZ6eUh4MzdUWDRucnRNQXNqSEQ2am1EajZNTDYxRHN4Z0QyYm5KeEw4THJIVEtYSERiTFcxTXN2bkZZZXhtb3pwWmd0Ty1GVUpTMGxtdVRmREFhczNkemI5Mm85Z25MZFVPWUlxRlM4OTFka1VjUUFQUUQyejBnMDRsdWtycF9lTlV5cDJ4ckE""><meta name=""viewport"" content=""width=device-width,initial-scale=1,minimal-ui,viewport-fit=cover""><meta name=""google-site-verification"" content=""AcBy5YFny2HQgVUCR18tO5YUTf6MpVlcJqGTd-a9-SI""><meta name=""mobile-web-app-capable"" content=""yes""><meta name=""apple-mobile-web-app-capable"" content=""yes""><meta name=""application-name"" content=""News""><meta name=""apple-mobile-web-app-title"" content=""News""><meta name=""apple-mobile-web-app-status-bar-style"" content=""black""><meta name=""theme-color"" content=""white""><meta name=""msapplication-tap-highlight"" content=""no""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w16"" sizes=""16x16""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w24"" sizes=""24x24""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w32"" sizes=""32x32""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w48"" sizes=""48x48""><link rel=""preconnect"" href=""//www.gstatic.com""><link rel=""preconnect"" href=""//fonts.gstatic.com""><link rel=""preconnect"" href=""//lh3.googleusercontent.com""><link rel=""preconnect"" href=""//lh4.googleusercontent.com""><link rel=""preconnect"" href=""//lh5.googleusercontent.com""><link rel=""preconnect"" href=""//lh6.googleu",2026-03-31 14:28:41.235483,,happened new times,108,17
2,‘Worst nightmare’: anger and frustration as Gulf states bear brunt of war they did not start - The Guardian,https://news.google.com/rss/articles/CBMiowFBVV95cUxNRDI3VDIzajdrQVNhOXdXOHl6YkQ4VUlLSGxfU05nUWw5NEpmcnowNEYwVkw0NU0wdnhlV19HQlhEZDZjRGhYaWhRR2x0YXdYcm1oSm8wandhMjA5cjJYMlNvM3JNX212eEpzUkNfaEJ2YnB1bENnaHJhY0RKQ01YYlF2WDV4R2k2WWNCVEp1UzFTMDRYaDRuOU5IdGp2RnVLb1pJ?oc=5,,Google News,"<!doctype html><html lang=""en-US"" dir=""ltr""><head><base href=""https://news.google.com/""><link rel=""preconnect"" href=""//www.gstatic.com""><meta name=""referrer"" content=""origin""><link rel=""canonical"" href=""https://news.google.com/rss/articles/CBMiowFBVV95cUxNRDI3VDIzajdrQVNhOXdXOHl6YkQ4VUlLSGxfU05nUWw5NEpmcnowNEYwVkw0NU0wdnhlV19HQlhEZDZjRGhYaWhRR2x0YXdYcm1oSm8wandhMjA5cjJYMlNvM3JNX212eEpzUkNfaEJ2YnB1bENnaHJhY0RKQ01YYlF2WDV4R2k2WWNCVEp1UzFTMDRYaDRuOU5IdGp2RnVLb1pJ""><meta name=""viewport"" content=""width=device-width,initial-scale=1,minimal-ui,viewport-fit=cover""><meta name=""google-site-verification"" content=""AcBy5YFny2HQgVUCR18tO5YUTf6MpVlcJqGTd-a9-SI""><meta name=""mobile-web-app-capable"" content=""yes""><meta name=""apple-mobile-web-app-capable"" content=""yes""><meta name=""application-name"" content=""News""><meta name=""apple-mobile-web-app-title"" content=""News""><meta name=""apple-mobile-web-app-status-bar-style"" content=""black""><meta name=""theme-color"" content=""white""><meta name=""msapplication-tap-highlight"" content=""no""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w16"" sizes=""16x16""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w24"" sizes=""24x24""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w32"" sizes=""32x32""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w48"" sizes=""48x48""><link rel=""preconnect"" href=""//www.gstatic.com""><link rel=""preconnect"" href=""//fonts.gstatic.com""><link rel=""preconnect"" href=""//lh3.googleusercontent.com""><link rel=""preconnect"" href=""//lh4.googleusercontent.com""><link rel=""preconnect"" href=""//lh5.googleusercontent.com""><link rel=""preconnect"" href=""//lh6.googleusercontent.com""><link rel=""prec",2026-03-31 14:28:41.235483,,24 east france,107,12
10,"Trump says US negotiating with Iran's parliamentary speaker Mohammad Bagher Qaliba, who denies talks",https://economictimes.indiatimes.com/news/international/global-trends/trump-says-us-negotiating-with-irans-parliamentary-speaker-who-denies-talks/articleshow/129914178.cms,2026-03-31 01:31:00+00:00,The Economic Times,"US President Donald Trump on Monday threatened widespread destruction of Iran's energy resources and other vital infrastructure, including desalination plants, if a deal to end the war with Tehran is not reached ""shortly.""
Trump said the US is negotiating with Iran's parliamentary speaker, Mohammad Bagher Qalibaf, in an interview with the New York Post published Monday.
Read more: US reportedly strikes Iran’s Isfahan with 2,000-pound bunker-buster bombs; Trump shares video
The former Revolutionary Guard commander was previously floated as Washington's negotiating partner, but has denied Iran is talking to the US and said Pakistan-facilitated discussions were merely a cover for American troop deployments.
Read more: High-risk US plan to extract Iran’s uranium under review by Trump; Netanyahu claims war turning point
Meanwhile, Israel has invaded southern Lebanon to push out Iran-backed Hezbollah militants, who have fired rockets and drones across the border, in a campaign that Israeli officials suggest could become a prolonged occupation. Three UN peacekeepers were killed in southern Lebanon in less than 24 hours, but it's unclear who was responsible.
US stocks edged higher in shaky trading Monday as oil prices keep climbing because of uncertainty about when the war could end.
Drone hits a Kuwaiti oil tanker in Dubai waters, causing a fire, Dubai Media Office says
Authorities are working to control the fire, the Dubai Media Office said. All 24 crew members are safe, and no injuries have been reported, the office said.
The United Kingdom Maritime Trade Operations centre, run by the British military, reported the strike, saying the vessel was 31 nautical miles (57 kilometers) northwest of Dubai.
It said an unknown projectile struck their tanker on the starboard side, causing a fire on the vessel. No environmental impact has been reported, the centre said.
Israel says it is reviewing reports of UN peacekeepers killed in Lebanon
The Israeli army said early Tuesday it is aware of reports regarding two instances in which United Nations Interim Force in Lebanon peacekeepers were killed.
The army said and is reviewing them to determine whether the deaths resulted from Hezbollah activity or Israeli fire, noting that ""these incidents occurred in an active combat area.""
The statement comes after UNIFIL said three peacekeepers have been killed in southern Lebanon within 24 hours in two separate instances.
An explosion of ""unknown origin"" on Monday destroyed a vehicle near the village of Bani Hayyan, killing two peacekeepers and wounding two others, including one with severe injuries. Earlier, an Indonesian peacekeeper was killed after a base was hit by a projectile.
Saudi Arabia's defence ministry says it downed 3 ballistic missiles
The ministry said the missiles were launched toward its capital, Riyadh.
4 wounded after interception debris causes fire in Dubai
Emergency teams responded early Tuesday to a fire in an abandoned house in Al Badaa, a residential area in Dubai, after debris fell following an air defense interception, injuring four people, the Dubai Media Office said.
In Bahrain, authorities said warning sirens were sounded.
Gulf allies privately make the case to Trump to keep fighting until Iran is decisively defeated
Gulf allies of the United States are arguing that Tehran hasn't been weakened enough by the monthlong US-led bombing campaign, according to US, Gulf and Israeli officials.
Officials from Saudi Arabia, United Arab Emirates, Kuwait and Bahrain have conveyed in private conversations that they do not want the military operation to end until there are significant changes in the Iranian leadership or there's a dramatic shift in Iranian behaviour, according to the officials, who were not authorized to comment publicly and spoke on the condition of anonymity.
While regional leaders are broadly supportive now of the US efforts, one Gulf diplomat described some division, with Saudi Arabia and the UAE leading the calls for increasing military pressure on Tehran.
The UAE has emerged as perhaps the most hawkish of the Gulf countries and is pushing hard for Trump to order a ground invasion, the diplomat said.
Trump said the US is negotiating with Iran's parliamentary speaker, Mohammad Bagher Qalibaf, in an interview with the New York Post published Monday.
Read more: US reportedly strikes Iran’s Isfahan with 2,000-pound bunker-buster bombs; Trump shares video
The former Revolutionary Guard commander was previously floated as Washington's negotiating partner, but has denied Iran is talking to the US and said Pakistan-facilitated discussions were merely a cover for American troop deployments.
Read more: High-risk US plan to extract Iran’s uranium under review by Trump; Netanyahu claims war turning point
Meanwhile, Israel has invaded southern Lebanon to push out Iran-backed Hezbollah militants, who have fired rockets and drones across the border, in a campaign that Israeli officials suggest could become a prolonged occupation. Three UN peacekeepers were killed in southern Lebanon in less than 24 hours, but it's unclear who was responsible.
US stocks edged higher in shaky trading Monday as oil prices keep climbing because of uncertainty about when the war could end.
Drone hits a Kuwaiti oil tanker in Dubai waters, causing a fire, Dubai Media Office says
Authorities are working to control the fire, the Dubai Media Office said. All 24 crew members are safe, and no injuries have been reported, the office said.
The United Kingdom Maritime Trade Operations centre, run by the British military, reported the strike, saying the vessel was 31 nautical miles (57 kilometers) northwest of Dubai.
It said an unknown projectile struck their tanker on the starboard side, causing a fire on the vessel. No environmental impact has been reported, the centre said.
Israel says it is reviewing reports of UN peacekeepers killed in Lebanon
The Israeli army said early Tuesday it is aware of reports regarding two instances in which United Nations Interim Force in Lebanon peacekeepers were killed.
The army said and is reviewing them to determine whether the deaths resulted from Hezbollah activity or Israeli fire, noting that ""these incidents occurred in an active combat area.""
The statement comes after UNIFIL said three peacekeepers have been killed in southern Lebanon within 24 hours in two separate instances.
An explosion of ""unknown origin"" on Monday destroyed a vehicle near the village of Bani Hayyan, killing two peacekeepers and wounding two others, including one with severe injuries. Earlier, an Indonesian peacekeeper was killed after a base was hit by a projectile.
Saudi Arabia's defence ministry says it downed 3 ballistic missiles
The ministry said the missiles were launched toward its capital, Riyadh.
4 wounded after interception debris causes fire in Dubai
Emergency teams responded early Tuesday to a fire in an abandoned house in Al Badaa, a residential area in Dubai, after debris fell following an air defense interception, injuring four people, the Dubai Media Office said.
In Bahrain, authorities said warning sirens were sounded.
Gulf allies privately make the case to Trump to keep fighting until Iran is decisively defeated
Gulf allies of the United States are arguing that Tehran hasn't been weakened enough by the monthlong US-led bombing campaign, according to US, Gulf and Israeli officials.
Officials from Saudi Arabia, United Arab Emirates, Kuwait and Bahrain have conveyed in private conversations that they do not want the military operation to end until there are significant changes in the Iranian leadership or there's a dramatic shift in Iranian behaviour, according to the officials, who were not authorized to comment publicly and spoke on the condition of anonymity.
While regional leaders are broadly supportive now of the US efforts, one Gulf diplomat described some division, with Saudi Arabia and the UAE leading the calls for increasing military pressure on Tehran.
The UAE has emerged as perhaps the most hawkish of the Gulf countries and is pushing hard for Trump to order a ground invasion, the diplomat said.",2026-03-31 14:28:41.235483,2026-03-31,denies iran says,100,11
46,Trump demands ‘UNCONDITIONAL SURRENDER’ from Iran; U.S. evacuates citizens from Middle East - The Washington Post,https://news.google.com/rss/articles/CBMikAFBVV95cUxOYXE4R0dlOGtGMlRLamM4ajVDUlE0THpMS0dINDhZUE1kQzY1R0RPSkhWd3NkbTNZbHdGOGc2LTgxeTVYWG5tQjllVGtNV3k2eUFaOE9TaHhDREx0NlBBaVBfbVRBSjY4UWMtT1l6aGNHQjV5WkpfUEVXenFjYXVNeWVPLXczZDJhUEY2SC1LaGw?oc=5,,Google News,"<!doctype html><html lang=""en-US"" dir=""ltr""><head><base href=""https://news.google.com/""><link rel=""preconnect"" href=""//www.gstatic.com""><meta name=""referrer"" content=""origin""><link rel=""canonical"" href=""https://news.google.com/rss/articles/CBMikAFBVV95cUxOYXE4R0dlOGtGMlRLamM4ajVDUlE0THpMS0dINDhZUE1kQzY1R0RPSkhWd3NkbTNZbHdGOGc2LTgxeTVYWG5tQjllVGtNV3k2eUFaOE9TaHhDREx0NlBBaVBfbVRBSjY4UWMtT1l6aGNHQjV5WkpfUEVXenFjYXVNeWVPLXczZDJhUEY2SC1LaGw""><meta name=""viewport"" content=""width=device-width,initial-scale=1,minimal-ui,viewport-fit=cover""><meta name=""google-site-verification"" content=""AcBy5YFny2HQgVUCR18tO5YUTf6MpVlcJqGTd-a9-SI""><meta name=""mobile-web-app-capable"" content=""yes""><meta name=""apple-mobile-web-app-capable"" content=""yes""><meta name=""application-name"" content=""News""><meta name=""apple-mobile-web-app-title"" content=""News""><meta name=""apple-mobile-web-app-status-bar-style"" content=""black""><meta name=""theme-color"" content=""white""><meta name=""msapplication-tap-highlight"" content=""no""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w16"" sizes=""16x16""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w24"" sizes=""24x24""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w32"" sizes=""32x32""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w48"" sizes=""48x48""><link rel=""preconnect"" href=""//www.gstatic.com""><link rel=""preconnect"" href=""//fonts.gstatic.com""><link rel=""preconnect"" href=""//lh3.googleusercontent.com""><link rel=""preconnect"" href=""//lh4.googleusercontent.com""><link rel=""preconnect"" href=""//lh5.googleusercontent.com""><link rel=""preconnect"" href=""//lh6.googleusercontent.com""><link rel=""preconnect"" href=""//ssl.gstat",2026-03-31 14:28:41.235483,,americans east iran,113,8
3,"Govt Slashes Excise Duty on Petrol to ₹3 Per Litre, Exempts Diesel to Shield Consumers from Global Crude Price Rise",https://www.outlookbusiness.com/economy-and-policy/govt-slashes-excise-duty-on-petrol-to-3-per-litre-exempts-diesel-to-shield-consumers-from-global-crude-price-rise,2026-03-27 06:17:10+00:00,Outlook Business,"The government has slashed excise duty on petrol to ₹3 a litre and exempted diesel from the duty as it seeks to shield consumers from the impact of rising global crude prices amid the ongoing war in the Middle East.
Global crude prices have risen by almost 50% since the United States and Israel launched military strikes against Iran on February 28, triggering sweeping retaliation from Tehran.
In a notification issued late on March 26, the Finance Ministry cut excise duty to ₹3 a litre, from ₹13 a litre earlier, while the levy on diesel has been slashed to nil from ₹10 earlier. The duty cuts are effective immediately, the ministry said.
Despite the spike in international prices, retail pump rates have not been changed putting a strain on finances of oil companies.
To give relief to oil companies, the government has cut excise duty on petrol and diesel.
Tracking the excise duty cut notification, shares of fuel retailers IOC, BPCL and HPCL opened higher on BSE.
Rating agency ICRA, in a note on Thursday, had said if the average crude oil price goes up to $100-105/bbl, fuel retailers would incur a loss of ₹11 per litre on petrol and ₹14 per litre on diesel, respectively.
ICRA had also said that the government may reduce excise duty rates on petrol and diesel to keep retail sale prices stable at existing levels, giving oil companies more headroom to collect additional revenue to compensate for refining losses.
International oil prices touched $119 per barrel earlier this month on the intensifying Iran war, before pulling back to around $100 a barrel.
India imports 88% of its crude oil needs and roughly half of its natural gas requirement. These mostly come via the Strait of Hormuz.
Following the US and Israeli attacks on Iranian government, military and nuclear facilities, Iran warned shipping away from the strait, and insurers withdrew coverage, effectively halting tanker movements.
Nayara Energy, which operates 6,967 of India's 102,075 petrol pumps, has decided to pass on part of the increase in input costs to consumers and has raised petrol prices by ₹5/litre and diesel by ₹3/litre. Petrol at Nayara pumps now costs ₹100.71 a litre and diesel costs ₹91.31 per litre.
Jio-bp, the fuel retailing joint venture of Reliance Industries and BP Plc that owns 2,185 outlets, has, however, so far not raised prices despite incurring heavy losses on the sale of petrol and diesel.
State-owned fuel retailers, who control about 90% of the market, continue to keep rates frozen. A litre of normal petrol in Delhi continues to cost ₹94.77, while the same grade diesel comes for ₹87.67 a litre.",2026-03-31 14:28:41.235483,2026-03-27,diesel fuel global,115,7
22,Ukraine Peace Talks Appear Paused Amid Middle East Conflict. What Happens Next? - Radio Free Europe/Radio Liberty,https://news.google.com/rss/articles/CBMioAFBVV95cUxOUWdTVkZzWHBwdmFJUHd2RjdZcVlGOXBCX0pvRUlSWmRnTk1QTDBVdDBTZ3VvcUo2S1pjRGM3RHVJSXM5YTJMbFpCaGVXU3RMTDlvYlFaakhtdE1wUEk2VTlWZ1R3SUhkb3hOdmFfV3BVM0ZOWFpHcDNmUEExdXBPaGhucDZzeFFHbUN3LWVZNjNlZUFTVVhVVi1XVVBXMjBQ0gGjAUFVX3lxTFA3cGppSGNLY0QzWGF4N0c0LWlKZ0RIT19adXhFTnZILW8wUHZfTExnS0ZwVFlGUE9oREQtNWFFYXZYazhSWHFXVFFMX3pwUExOUDkyNjZYemx6cnBmaFJzbzNzeU43b2hHbDN2RlNXYUxGUEpwZHhGNnIwMklVTGFFQXlSMnZCdVZJTHZ3WnpSQVlZbE9VYTRuZ184RmZwVFJGYTA?oc=5,2026-03-30 21:30:08+00:00,Google News,"<!doctype html><html lang=""en-US"" dir=""ltr""><head><base href=""https://news.google.com/""><link rel=""preconnect"" href=""//www.gstatic.com""><meta name=""referrer"" content=""origin""><link rel=""canonical"" href=""https://news.google.com/rss/articles/CBMioAFBVV95cUxOUWdTVkZzWHBwdmFJUHd2RjdZcVlGOXBCX0pvRUlSWmRnTk1QTDBVdDBTZ3VvcUo2S1pjRGM3RHVJSXM5YTJMbFpCaGVXU3RMTDlvYlFaakhtdE1wUEk2VTlWZ1R3SUhkb3hOdmFfV3BVM0ZOWFpHcDNmUEExdXBPaGhucDZzeFFHbUN3LWVZNjNlZUFTVVhVVi1XVVBXMjBQ0gGjAUFVX3lxTFA3cGppSGNLY0QzWGF4N0c0LWlKZ0RIT19adXhFTnZILW8wUHZfTExnS0ZwVFlGUE9oREQtNWFFYXZYazhSWHFXVFFMX3pwUExOUDkyNjZYemx6cnBmaFJzbzNzeU43b2hHbDN2RlNXYUxGUEpwZHhGNnIwMklVTGFFQXlSMnZCdVZJTHZ3WnpSQVlZbE9VYTRuZ184RmZwVFJGYTA""><meta name=""viewport"" content=""width=device-width,initial-scale=1,minimal-ui,viewport-fit=cover""><meta name=""google-site-verification"" content=""AcBy5YFny2HQgVUCR18tO5YUTf6MpVlcJqGTd-a9-SI""><meta name=""mobile-web-app-capable"" content=""yes""><meta name=""apple-mobile-web-app-capable"" content=""yes""><meta name=""application-name"" content=""News""><meta name=""apple-mobile-web-app-title"" content=""News""><meta name=""apple-mobile-web-app-status-bar-style"" content=""black""><meta name=""theme-color"" content=""white""><meta name=""msapplication-tap-highlight"" content=""no""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w16"" sizes=""16x16""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w24"" sizes=""24x24""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w32"" sizes=""32x32""><link rel=""shortcut icon"" href=""https://lh3.googleusercontent.com/-DR60l-K8vnyi99NZovm9HlXyZwQ85GMDxiwJWzoasZYCUrPuUM_P_4Rb7ei03j-0nRs0c4F=w48"" sizes=""48x48""><link rel=""preconnect"" href=""//www.gstatic.com""><link rel=""preconnect"" href=""//fonts.gstatic.com""><link rel=""preconnect"" href=",2026-03-31 14:28:41.235483,2026-03-30,east iran middle,113,7
